"No.","Time","D_Time","Source","Destination","s_port","d_port","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"321","0.003324s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","315665","1","5792","29312","[TCP segment of a reassembled PDU]"
"322","0.003327s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","317113","1","7240","29312","[TCP segment of a reassembled PDU]"
"323","0.003328s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","314217","","185856","http > 49556 [ACK] Seq=1 Ack=314217 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"324","0.003329s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","318561","1","5792","29312","[TCP segment of a reassembled PDU]"
"325","0.003332s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","320009","1","7240","29312","[TCP segment of a reassembled PDU]"
"326","0.003335s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","321457","1","8688","29312","[TCP segment of a reassembled PDU]"
"327","0.003338s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","322905","1","10136","29312","[TCP segment of a reassembled PDU]"
"328","0.003340s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","321457","","181376","http > 49556 [ACK] Seq=1 Ack=321457 Win=181376 Len=0 TSval=1047712 TSecr=1051317"
"329","0.003341s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","324353","1","4344","29312","[TCP segment of a reassembled PDU]"
"330","0.003344s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","325801","1","5792","29312","[TCP segment of a reassembled PDU]"
"331","0.003347s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","327249","1","7240","29312","[TCP segment of a reassembled PDU]"
"332","0.003351s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","325801","","185856","http > 49556 [ACK] Seq=1 Ack=325801 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"333","0.003356s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","328697","1","4344","29312","[TCP segment of a reassembled PDU]"
"334","0.003360s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","330145","1","5792","29312","[TCP segment of a reassembled PDU]"
"335","0.003360s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","328697","","185856","http > 49556 [ACK] Seq=1 Ack=328697 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"336","0.003364s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","331593","1","4344","29312","[TCP segment of a reassembled PDU]"
"337","0.003367s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","333041","1","5792","29312","[TCP segment of a reassembled PDU]"
"338","0.003373s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","331593","","185856","http > 49556 [ACK] Seq=1 Ack=331593 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"339","0.003383s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","334489","","185856","http > 49556 [ACK] Seq=1 Ack=334489 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"340","0.003533s","0.000150s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","334489","1","1448","29312","[TCP segment of a reassembled PDU]"
"341","0.003542s","0.000009s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","335937","1","2896","29312","[TCP segment of a reassembled PDU]"
"342","0.003546s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","337385","1","4344","29312","[TCP segment of a reassembled PDU]"
"343","0.003549s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","338833","1","5792","29312","[TCP segment of a reassembled PDU]"
"344","0.003552s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","337385","","185856","http > 49556 [ACK] Seq=1 Ack=337385 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"345","0.003552s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","340281","1","4344","29312","[TCP segment of a reassembled PDU]"
"346","0.003557s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","341729","1","5792","29312","[TCP segment of a reassembled PDU]"
"347","0.003560s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","343177","1","7240","29312","[TCP segment of a reassembled PDU]"
"348","0.003562s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","341729","","185856","http > 49556 [ACK] Seq=1 Ack=341729 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"349","0.003562s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","344625","1","4344","29312","[TCP segment of a reassembled PDU]"
"350","0.003566s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","346073","1","5792","29312","[TCP segment of a reassembled PDU]"
"351","0.003569s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","347521","1","7240","29312","[TCP segment of a reassembled PDU]"
"352","0.003572s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","348969","1","8688","29312","[TCP segment of a reassembled PDU]"
"353","0.003575s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","346073","","185856","http > 49556 [ACK] Seq=1 Ack=346073 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"354","0.003575s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","350417","1","5792","29312","[TCP segment of a reassembled PDU]"
"355","0.003578s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","351865","1","7240","29312","[TCP segment of a reassembled PDU]"
"356","0.003582s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","353313","1","8688","29312","[TCP segment of a reassembled PDU]"
"357","0.003584s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","354761","1","10136","29312","[TCP segment of a reassembled PDU]"
"358","0.003587s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","356209","1","11584","29312","[TCP segment of a reassembled PDU]"
"359","0.003588s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","353313","","185856","http > 49556 [ACK] Seq=1 Ack=353313 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"360","0.003598s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","357657","","185856","http > 49556 [ACK] Seq=1 Ack=357657 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"361","0.003783s","0.000185s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","357657","1","1448","29312","[TCP segment of a reassembled PDU]"
"362","0.003793s","0.000010s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","359105","1","2896","29312","[TCP segment of a reassembled PDU]"
"363","0.003798s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","360553","1","4344","29312","[TCP segment of a reassembled PDU]"
"364","0.003801s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","362001","1","5792","29312","[TCP segment of a reassembled PDU]"
"365","0.003804s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","360553","","185856","http > 49556 [ACK] Seq=1 Ack=360553 Win=185856 Len=0 TSval=1047713 TSecr=1051317"
"366","0.003804s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","363449","1","4344","29312","[TCP segment of a reassembled PDU]"
"367","0.003807s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","364897","1","5792","29312","[TCP segment of a reassembled PDU]"
"368","0.003809s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","362001","","188672","http > 49556 [ACK] Seq=1 Ack=362001 Win=188672 Len=0 TSval=1047713 TSecr=1051317"
"369","0.003810s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","366345","1","5792","29312","[TCP segment of a reassembled PDU]"
"370","0.003813s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","367793","1","7240","29312","[TCP segment of a reassembled PDU]"
"371","0.003813s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","363449","","191616","http > 49556 [ACK] Seq=1 Ack=363449 Win=191616 Len=0 TSval=1047713 TSecr=1051317"
"372","0.003816s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","369241","1","7240","29312","[TCP segment of a reassembled PDU]"
"373","0.003818s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","364897","","194432","http > 49556 [ACK] Seq=1 Ack=364897 Win=194432 Len=0 TSval=1047713 TSecr=1051317"
"374","0.003818s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","370689","1","7240","29312","[TCP segment of a reassembled PDU]"
"375","0.003821s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","372137","1","8688","29312","[TCP segment of a reassembled PDU]"
"376","0.003824s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","373585","1","10136","29312","[TCP segment of a reassembled PDU]"
"377","0.003825s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","366345","","197376","http > 49556 [ACK] Seq=1 Ack=366345 Win=197376 Len=0 TSval=1047713 TSecr=1051317"
"378","0.003826s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","375033","1","10136","29312","[TCP segment of a reassembled PDU]"
"379","0.003829s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","376481","1","11584","29312","[TCP segment of a reassembled PDU]"
"380","0.003831s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","367793","","200320","http > 49556 [ACK] Seq=1 Ack=367793 Win=200320 Len=0 TSval=1047713 TSecr=1051317"
"381","0.003832s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","377929","1","11584","29312","[TCP segment of a reassembled PDU]"
"382","0.003835s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","379377","1","13032","29312","[TCP segment of a reassembled PDU]"
"383","0.003835s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","369241","","203136","http > 49556 [ACK] Seq=1 Ack=369241 Win=203136 Len=0 TSval=1047713 TSecr=1051317"
"384","0.003839s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","370689","","206080","http > 49556 [ACK] Seq=1 Ack=370689 Win=206080 Len=0 TSval=1047713 TSecr=1051317"
"385","0.003842s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","380825","1","11584","29312","[TCP segment of a reassembled PDU]"
"386","0.003843s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","372137","","209024","http > 49556 [ACK] Seq=1 Ack=372137 Win=209024 Len=0 TSval=1047713 TSecr=1051317"
"387","0.003846s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","382273","1","11584","29312","[TCP segment of a reassembled PDU]"
"388","0.003847s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","373585","","211840","http > 49556 [ACK] Seq=1 Ack=373585 Win=211840 Len=0 TSval=1047713 TSecr=1051317"
"389","0.003848s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","383721","1","11584","29312","[TCP segment of a reassembled PDU]"
"390","0.003851s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","375033","","214784","http > 49556 [ACK] Seq=1 Ack=375033 Win=214784 Len=0 TSval=1047713 TSecr=1051317"
"391","0.003852s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","385169","1","11584","29312","[TCP segment of a reassembled PDU]"
"392","0.003854s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","376481","","217600","http > 49556 [ACK] Seq=1 Ack=376481 Win=217600 Len=0 TSval=1047713 TSecr=1051317"
"393","0.003859s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","377929","","220544","http > 49556 [ACK] Seq=1 Ack=377929 Win=220544 Len=0 TSval=1047713 TSecr=1051317"
"394","0.003862s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","379377","","223488","http > 49556 [ACK] Seq=1 Ack=379377 Win=223488 Len=0 TSval=1047713 TSecr=1051317"
"395","0.003866s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","380825","","226304","http > 49556 [ACK] Seq=1 Ack=380825 Win=226304 Len=0 TSval=1047713 TSecr=1051317"
"396","0.003870s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","382273","","229248","http > 49556 [ACK] Seq=1 Ack=382273 Win=229248 Len=0 TSval=1047713 TSecr=1051317"
"397","0.003877s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","383721","","232192","http > 49556 [ACK] Seq=1 Ack=383721 Win=232192 Len=0 TSval=1047713 TSecr=1051317"
"398","0.003883s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","385169","","235008","http > 49556 [ACK] Seq=1 Ack=385169 Win=235008 Len=0 TSval=1047713 TSecr=1051317"
"399","0.003887s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","386617","","237952","http > 49556 [ACK] Seq=1 Ack=386617 Win=237952 Len=0 TSval=1047713 TSecr=1051317"
"400","0.004032s","0.000145s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","386617","1","1448","29312","[TCP segment of a reassembled PDU]"
"401","0.004044s","0.000012s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","388065","","240768","http > 49556 [ACK] Seq=1 Ack=388065 Win=240768 Len=0 TSval=1047713 TSecr=1051317"
"402","0.004049s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","388065","1","1448","29312","[TCP segment of a reassembled PDU]"
"403","0.004056s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","389513","","243712","http > 49556 [ACK] Seq=1 Ack=389513 Win=243712 Len=0 TSval=1047713 TSecr=1051317"
"404","0.004057s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","389513","1","1448","29312","[TCP segment of a reassembled PDU]"
"405","0.004063s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","390961","","246656","http > 49556 [ACK] Seq=1 Ack=390961 Win=246656 Len=0 TSval=1047713 TSecr=1051317"
"406","0.004065s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","390961","1","1448","29312","[TCP segment of a reassembled PDU]"
"407","0.004071s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","392409","","249472","http > 49556 [ACK] Seq=1 Ack=392409 Win=249472 Len=0 TSval=1047713 TSecr=1051317"
"408","0.004072s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","392409","1","1448","29312","[TCP segment of a reassembled PDU]"
"409","0.004078s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","393857","","252416","http > 49556 [ACK] Seq=1 Ack=393857 Win=252416 Len=0 TSval=1047713 TSecr=1051317"
"410","0.004079s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","393857","1","1448","29312","[TCP segment of a reassembled PDU]"
"411","0.004085s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","395305","","255360","http > 49556 [ACK] Seq=1 Ack=395305 Win=255360 Len=0 TSval=1047713 TSecr=1051317"
"412","0.004086s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","395305","1","1448","29312","[TCP segment of a reassembled PDU]"
"413","0.004092s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","396753","","258176","http > 49556 [ACK] Seq=1 Ack=396753 Win=258176 Len=0 TSval=1047713 TSecr=1051317"
"414","0.004094s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","396753","1","1448","29312","[TCP segment of a reassembled PDU]"
"415","0.004099s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","398201","","261120","http > 49556 [ACK] Seq=1 Ack=398201 Win=261120 Len=0 TSval=1047713 TSecr=1051317"
"416","0.004101s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","398201","1","1448","29312","[TCP segment of a reassembled PDU]"
"417","0.004106s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","399649","","263936","http > 49556 [ACK] Seq=1 Ack=399649 Win=263936 Len=0 TSval=1047713 TSecr=1051317"
"418","0.004108s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","399649","1","1448","29312","[TCP segment of a reassembled PDU]"
"419","0.004113s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","401097","","266880","http > 49556 [ACK] Seq=1 Ack=401097 Win=266880 Len=0 TSval=1047713 TSecr=1051317"
"420","0.004115s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","401097","1","1448","29312","[TCP segment of a reassembled PDU]"
"421","0.004121s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","402545","","269824","http > 49556 [ACK] Seq=1 Ack=402545 Win=269824 Len=0 TSval=1047713 TSecr=1051317"
"422","0.004122s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","402545","1","1448","29312","[TCP segment of a reassembled PDU]"
"423","0.004128s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","403993","","272640","http > 49556 [ACK] Seq=1 Ack=403993 Win=272640 Len=0 TSval=1047713 TSecr=1051317"
"424","0.004130s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","403993","1","1448","29312","[TCP segment of a reassembled PDU]"
"425","0.004135s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","405441","","275584","http > 49556 [ACK] Seq=1 Ack=405441 Win=275584 Len=0 TSval=1047713 TSecr=1051317"
"426","0.004137s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","405441","1","1448","29312","[TCP segment of a reassembled PDU]"
"427","0.004142s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","406889","","278528","http > 49556 [ACK] Seq=1 Ack=406889 Win=278528 Len=0 TSval=1047713 TSecr=1051317"
"428","0.004143s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","406889","1","1448","29312","[TCP segment of a reassembled PDU]"
"429","0.004149s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","408337","","281344","http > 49556 [ACK] Seq=1 Ack=408337 Win=281344 Len=0 TSval=1047713 TSecr=1051317"
"430","0.004150s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","408337","1","1448","29312","[TCP segment of a reassembled PDU]"
"431","0.004156s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","409785","","284288","http > 49556 [ACK] Seq=1 Ack=409785 Win=284288 Len=0 TSval=1047713 TSecr=1051317"
"432","0.004162s","0.000006s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","409785","1","1448","29312","[TCP segment of a reassembled PDU]"
"433","0.004168s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","411233","","287104","http > 49556 [ACK] Seq=1 Ack=411233 Win=287104 Len=0 TSval=1047713 TSecr=1051317"
"434","0.004172s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","411233","1","1448","29312","[TCP segment of a reassembled PDU]"
"435","0.004179s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","412681","","290048","http > 49556 [ACK] Seq=1 Ack=412681 Win=290048 Len=0 TSval=1047713 TSecr=1051317"
"436","0.004181s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","412681","1","1448","29312","[TCP segment of a reassembled PDU]"
"437","0.004186s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","414129","","292992","http > 49556 [ACK] Seq=1 Ack=414129 Win=292992 Len=0 TSval=1047713 TSecr=1051317"
"438","0.004188s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","414129","1","1448","29312","[TCP segment of a reassembled PDU]"
"439","0.004194s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","415577","","295808","http > 49556 [ACK] Seq=1 Ack=415577 Win=295808 Len=0 TSval=1047713 TSecr=1051317"
"440","0.004196s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","415577","1","1448","29312","[TCP segment of a reassembled PDU]"
"441","0.004199s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","417025","1","2896","29312","[TCP segment of a reassembled PDU]"
"442","0.004202s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","418473","1","4344","29312","[TCP segment of a reassembled PDU]"
"443","0.004204s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","419921","1","5792","29312","[TCP segment of a reassembled PDU]"
"444","0.004205s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","417025","","298752","http > 49556 [ACK] Seq=1 Ack=417025 Win=298752 Len=0 TSval=1047713 TSecr=1051317"
"445","0.004207s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","421369","1","5792","29312","[TCP segment of a reassembled PDU]"
"446","0.004213s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","418473","","301696","http > 49556 [ACK] Seq=1 Ack=418473 Win=301696 Len=0 TSval=1047713 TSecr=1051317"
"447","0.004219s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","419921","","304512","http > 49556 [ACK] Seq=1 Ack=419921 Win=304512 Len=0 TSval=1047713 TSecr=1051317"
"448","0.004225s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","421369","","307456","http > 49556 [ACK] Seq=1 Ack=421369 Win=307456 Len=0 TSval=1047713 TSecr=1051317"
"449","0.004229s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","422817","","310272","http > 49556 [ACK] Seq=1 Ack=422817 Win=310272 Len=0 TSval=1047713 TSecr=1051317"
"450","0.004283s","0.000054s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","422817","1","1448","29312","[TCP segment of a reassembled PDU]"
"451","0.004293s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","424265","","313216","http > 49556 [ACK] Seq=1 Ack=424265 Win=313216 Len=0 TSval=1047713 TSecr=1051317"
"452","0.004297s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","424265","1","1448","29312","[TCP segment of a reassembled PDU]"
"453","0.004304s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","425713","","316160","http > 49556 [ACK] Seq=1 Ack=425713 Win=316160 Len=0 TSval=1047713 TSecr=1051317"
"454","0.004306s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","425713","1","1448","29312","[TCP segment of a reassembled PDU]"
"455","0.004312s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","427161","","318976","http > 49556 [ACK] Seq=1 Ack=427161 Win=318976 Len=0 TSval=1047713 TSecr=1051317"
"456","0.004313s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","427161","1","1448","29312","[TCP segment of a reassembled PDU]"
"457","0.004319s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","428609","","321920","http > 49556 [ACK] Seq=1 Ack=428609 Win=321920 Len=0 TSval=1047713 TSecr=1051317"
"458","0.004320s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","428609","1","1448","29312","[TCP segment of a reassembled PDU]"
"459","0.004326s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","430057","","324864","http > 49556 [ACK] Seq=1 Ack=430057 Win=324864 Len=0 TSval=1047713 TSecr=1051317"
"460","0.004328s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","430057","1","1448","29312","[TCP segment of a reassembled PDU]"
"461","0.004334s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","431505","","327680","http > 49556 [ACK] Seq=1 Ack=431505 Win=327680 Len=0 TSval=1047713 TSecr=1051317"
"462","0.004335s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","431505","1","1448","29312","[TCP segment of a reassembled PDU]"
"463","0.004339s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","432953","1","2896","29312","[TCP segment of a reassembled PDU]"
"464","0.004342s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","434401","1","4344","29312","[TCP segment of a reassembled PDU]"
"465","0.004345s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","435849","1","5792","29312","[TCP segment of a reassembled PDU]"
"466","0.004345s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","432953","","330624","http > 49556 [ACK] Seq=1 Ack=432953 Win=330624 Len=0 TSval=1047713 TSecr=1051317"
"467","0.004348s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","437297","1","5792","29312","[TCP segment of a reassembled PDU]"
"468","0.004350s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","434401","","333440","http > 49556 [ACK] Seq=1 Ack=434401 Win=333440 Len=0 TSval=1047713 TSecr=1051317"
"469","0.004351s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","438745","1","5792","29312","[TCP segment of a reassembled PDU]"
"470","0.004355s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","435849","","336384","http > 49556 [ACK] Seq=1 Ack=435849 Win=336384 Len=0 TSval=1047713 TSecr=1051317"
"471","0.004361s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","437297","","339328","http > 49556 [ACK] Seq=1 Ack=437297 Win=339328 Len=0 TSval=1047713 TSecr=1051317"
"472","0.004367s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","438745","","342144","http > 49556 [ACK] Seq=1 Ack=438745 Win=342144 Len=0 TSval=1047713 TSecr=1051317"
"473","0.004372s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","440193","","345088","http > 49556 [ACK] Seq=1 Ack=440193 Win=345088 Len=0 TSval=1047713 TSecr=1051317"
"474","0.004534s","0.000162s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","440193","1","1448","29312","[TCP segment of a reassembled PDU]"
"475","0.004545s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","441641","","348032","http > 49556 [ACK] Seq=1 Ack=441641 Win=348032 Len=0 TSval=1047713 TSecr=1051317"
"476","0.004549s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","441641","1","1448","29312","[TCP segment of a reassembled PDU]"
"477","0.004556s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","443089","","350848","http > 49556 [ACK] Seq=1 Ack=443089 Win=350848 Len=0 TSval=1047713 TSecr=1051317"
"478","0.004558s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","443089","1","1448","29312","[TCP segment of a reassembled PDU]"
"479","0.004564s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","444537","","353792","http > 49556 [ACK] Seq=1 Ack=444537 Win=353792 Len=0 TSval=1047713 TSecr=1051317"
"480","0.004566s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","444537","1","1448","29312","[TCP segment of a reassembled PDU]"
"481","0.004572s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","445985","","356608","http > 49556 [ACK] Seq=1 Ack=445985 Win=356608 Len=0 TSval=1047713 TSecr=1051317"
"482","0.004574s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","445985","1","1448","29312","[TCP segment of a reassembled PDU]"
