"No.","Time","D_Time","Source","Destination","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"25","12.242548s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","23169","1","18824","29312","33947 > 49200 [ACK] Seq=23169 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"26","12.242551s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","24617","1","20272","29312","33947 > 49200 [ACK] Seq=24617 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"27","12.242555s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","1","7241","","43520","49200 > 33947 [ACK] Seq=1 Ack=7241 Win=43520 Len=0 TSval=4226904 TSecr=127201307"
"28","12.242559s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","26065","1","20272","29312","33947 > 49200 [ACK] Seq=26065 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"29","12.242563s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","27513","1","21720","29312","33947 > 49200 [PSH, ACK] Seq=27513 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"30","12.242566s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","1","8689","","46336","49200 > 33947 [ACK] Seq=1 Ack=8689 Win=46336 Len=0 TSval=4226904 TSecr=127201307"
"31","12.242574s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","1","10137","","49280","49200 > 33947 [ACK] Seq=1 Ack=10137 Win=49280 Len=0 TSval=4226904 TSecr=127201307"
"32","12.242579s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","1","11585","","52224","49200 > 33947 [ACK] Seq=1 Ack=11585 Win=52224 Len=0 TSval=4226904 TSecr=127201307"
"33","12.242583s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","1","13033","","55040","49200 > 33947 [ACK] Seq=1 Ack=13033 Win=55040 Len=0 TSval=4226904 TSecr=127201307"
"34","12.242585s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","28961","1","17376","29312","33947 > 49200 [ACK] Seq=28961 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"35","12.242586s","0.000001s","192.168.0.42","192.168.0.41","TCP","66","1","14481","","57984","49200 > 33947 [ACK] Seq=1 Ack=14481 Win=57984 Len=0 TSval=4226904 TSecr=127201307"
"36","12.242595s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","30409","1","17376","29312","33947 > 49200 [ACK] Seq=30409 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"37","12.242633s","0.000038s","192.168.0.42","192.168.0.41","TCP","66","1","14481","","57984","49200 > 33947 [FIN, ACK] Seq=1 Ack=14481 Win=57984 Len=0 TSval=4226904 TSecr=127201307"
"38","12.242640s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","31857","1","18824","29312","33947 > 49200 [ACK] Seq=31857 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"39","12.242645s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","33305","1","20272","29312","33947 > 49200 [ACK] Seq=33305 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"40","12.242657s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","34753","1","21720","29312","33947 > 49200 [ACK] Seq=34753 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"41","12.242667s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","36201","1","23168","29312","33947 > 49200 [ACK] Seq=36201 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"42","12.242679s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","37649","1","24616","29312","33947 > 49200 [ACK] Seq=37649 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"43","12.242686s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","39097","1","26064","29312","33947 > 49200 [ACK] Seq=39097 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"44","12.242698s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","40545","1","27512","29312","33947 > 49200 [ACK] Seq=40545 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"45","12.242707s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","41993","1","28960","29312","33947 > 49200 [ACK] Seq=41993 Ack=1 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"46","12.242715s","0.000008s","192.168.0.42","192.168.0.41","TCP","66","2","15929","","60928","49200 > 33947 [ACK] Seq=2 Ack=15929 Win=60928 Len=0 TSval=4226904 TSecr=127201307"
"47","12.242720s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","17377","","63744","49200 > 33947 [ACK] Seq=2 Ack=17377 Win=63744 Len=0 TSval=4226904 TSecr=127201307"
"48","12.242724s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","18825","","66688","49200 > 33947 [ACK] Seq=2 Ack=18825 Win=66688 Len=0 TSval=4226904 TSecr=127201307"
"49","12.242727s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","20273","","69504","49200 > 33947 [ACK] Seq=2 Ack=20273 Win=69504 Len=0 TSval=4226904 TSecr=127201307"
"50","12.242730s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","21721","","72448","49200 > 33947 [ACK] Seq=2 Ack=21721 Win=72448 Len=0 TSval=4226904 TSecr=127201307"
"51","12.242734s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","43441","2","23168","29312","33947 > 49200 [ACK] Seq=43441 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"52","12.242740s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","44889","2","24616","29312","33947 > 49200 [ACK] Seq=44889 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"53","12.242755s","0.000015s","192.168.0.41","192.168.0.42","TCP","1514","46337","2","26064","29312","33947 > 49200 [ACK] Seq=46337 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"54","12.242763s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","47785","2","27512","29312","33947 > 49200 [ACK] Seq=47785 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"55","12.242763s","0.000000s","192.168.0.42","192.168.0.41","TCP","66","2","23169","","75392","49200 > 33947 [ACK] Seq=2 Ack=23169 Win=75392 Len=0 TSval=4226904 TSecr=127201307"
"56","12.242768s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","24617","","78208","49200 > 33947 [ACK] Seq=2 Ack=24617 Win=78208 Len=0 TSval=4226904 TSecr=127201307"
"57","12.242773s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","49233","2","26064","29312","33947 > 49200 [ACK] Seq=49233 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"58","12.242780s","0.000007s","192.168.0.41","192.168.0.42","TCP","1514","50681","2","27512","29312","33947 > 49200 [ACK] Seq=50681 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"59","12.242795s","0.000015s","192.168.0.41","192.168.0.42","TCP","1514","52129","2","28960","29312","33947 > 49200 [PSH, ACK] Seq=52129 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"60","12.242803s","0.000008s","192.168.0.41","192.168.0.42","TCP","1514","53577","2","30408","29312","33947 > 49200 [PSH, ACK] Seq=53577 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"61","12.242813s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","55025","2","31856","29312","33947 > 49200 [ACK] Seq=55025 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"62","12.242823s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","56473","2","33304","29312","33947 > 49200 [ACK] Seq=56473 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"63","12.242840s","0.000017s","192.168.0.41","192.168.0.42","TCP","1514","57921","2","34752","29312","33947 > 49200 [ACK] Seq=57921 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"64","12.242849s","0.000009s","192.168.0.41","192.168.0.42","TCP","1514","59369","2","36200","29312","33947 > 49200 [PSH, ACK] Seq=59369 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"65","12.242864s","0.000015s","192.168.0.41","192.168.0.42","TCP","1514","60817","2","37648","29312","33947 > 49200 [ACK] Seq=60817 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"66","12.242876s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","62265","2","39096","29312","33947 > 49200 [ACK] Seq=62265 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"67","12.242954s","0.000078s","192.168.0.42","192.168.0.41","TCP","66","2","26065","","81152","49200 > 33947 [ACK] Seq=2 Ack=26065 Win=81152 Len=0 TSval=4226904 TSecr=127201307"
"68","12.242964s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","63713","2","39096","29312","33947 > 49200 [ACK] Seq=63713 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"69","12.242968s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","65161","2","40544","29312","33947 > 49200 [ACK] Seq=65161 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"70","12.242972s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","27513","","84096","49200 > 33947 [ACK] Seq=2 Ack=27513 Win=84096 Len=0 TSval=4226904 TSecr=127201307"
"71","12.242978s","0.000006s","192.168.0.41","192.168.0.42","TCP","1514","66609","2","40544","29312","33947 > 49200 [ACK] Seq=66609 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"72","12.242981s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","68057","2","41992","29312","33947 > 49200 [ACK] Seq=68057 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"73","12.242984s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","28961","","86912","49200 > 33947 [ACK] Seq=2 Ack=28961 Win=86912 Len=0 TSval=4226904 TSecr=127201307"
"74","12.242989s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","69505","2","41992","29312","33947 > 49200 [ACK] Seq=69505 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"75","12.242992s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","70953","2","43440","29312","33947 > 49200 [ACK] Seq=70953 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"76","12.242996s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","30409","","89856","49200 > 33947 [ACK] Seq=2 Ack=30409 Win=89856 Len=0 TSval=4226904 TSecr=127201307"
"77","12.243001s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","72401","2","43440","29312","33947 > 49200 [ACK] Seq=72401 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"78","12.243004s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","73849","2","44888","29312","33947 > 49200 [ACK] Seq=73849 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"79","12.243008s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","31857","","92672","49200 > 33947 [ACK] Seq=2 Ack=31857 Win=92672 Len=0 TSval=4226904 TSecr=127201307"
"80","12.243012s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","75297","2","44888","29312","33947 > 49200 [ACK] Seq=75297 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"81","12.243015s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","76745","2","46336","29312","33947 > 49200 [ACK] Seq=76745 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"82","12.243018s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","33305","","95616","49200 > 33947 [ACK] Seq=2 Ack=33305 Win=95616 Len=0 TSval=4226904 TSecr=127201307"
"83","12.243023s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","78193","2","46336","29312","33947 > 49200 [ACK] Seq=78193 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"84","12.243026s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","79641","2","47784","29312","33947 > 49200 [ACK] Seq=79641 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"85","12.243029s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","34753","","98560","49200 > 33947 [ACK] Seq=2 Ack=34753 Win=98560 Len=0 TSval=4226904 TSecr=127201307"
"86","12.243034s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","81089","2","47784","29312","33947 > 49200 [ACK] Seq=81089 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"87","12.243037s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","82537","2","49232","29312","33947 > 49200 [ACK] Seq=82537 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"88","12.243041s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","36201","","101376","49200 > 33947 [ACK] Seq=2 Ack=36201 Win=101376 Len=0 TSval=4226904 TSecr=127201307"
"89","12.243046s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","83985","2","49232","29312","33947 > 49200 [ACK] Seq=83985 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"90","12.243050s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","37649","","104320","49200 > 33947 [ACK] Seq=2 Ack=37649 Win=104320 Len=0 TSval=4226904 TSecr=127201307"
"91","12.243055s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","85433","2","49232","29312","33947 > 49200 [ACK] Seq=85433 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"92","12.243059s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","39097","","107264","49200 > 33947 [ACK] Seq=2 Ack=39097 Win=107264 Len=0 TSval=4226904 TSecr=127201307"
"93","12.243064s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","86881","2","49232","29312","33947 > 49200 [ACK] Seq=86881 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"94","12.243068s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","40545","","110080","49200 > 33947 [ACK] Seq=2 Ack=40545 Win=110080 Len=0 TSval=4226904 TSecr=127201307"
"95","12.243073s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","88329","2","49232","29312","33947 > 49200 [ACK] Seq=88329 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"96","12.243077s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","41993","","113024","49200 > 33947 [ACK] Seq=2 Ack=41993 Win=113024 Len=0 TSval=4226904 TSecr=127201307"
"97","12.243082s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","89777","2","49232","29312","33947 > 49200 [ACK] Seq=89777 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"98","12.243086s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","43441","","115840","49200 > 33947 [ACK] Seq=2 Ack=43441 Win=115840 Len=0 TSval=4226904 TSecr=127201307"
"99","12.243091s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","91225","2","49232","29312","33947 > 49200 [ACK] Seq=91225 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"100","12.243095s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","44889","","118784","49200 > 33947 [ACK] Seq=2 Ack=44889 Win=118784 Len=0 TSval=4226904 TSecr=127201307"
"101","12.243100s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","92673","2","49232","29312","33947 > 49200 [ACK] Seq=92673 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"102","12.243103s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","46337","","121728","49200 > 33947 [ACK] Seq=2 Ack=46337 Win=121728 Len=0 TSval=4226904 TSecr=127201307"
"103","12.243108s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","94121","2","49232","29312","33947 > 49200 [ACK] Seq=94121 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"104","12.243112s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","47785","","124544","49200 > 33947 [ACK] Seq=2 Ack=47785 Win=124544 Len=0 TSval=4226904 TSecr=127201307"
"105","12.243117s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","95569","2","49232","29312","33947 > 49200 [ACK] Seq=95569 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"106","12.243123s","0.000006s","192.168.0.42","192.168.0.41","TCP","66","2","49233","","127488","49200 > 33947 [ACK] Seq=2 Ack=49233 Win=127488 Len=0 TSval=4226904 TSecr=127201307"
"107","12.243127s","0.000004s","192.168.0.41","192.168.0.42","TCP","1514","97017","2","49232","29312","33947 > 49200 [ACK] Seq=97017 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"108","12.243132s","0.000005s","192.168.0.42","192.168.0.41","TCP","66","2","50681","","130432","49200 > 33947 [ACK] Seq=2 Ack=50681 Win=130432 Len=0 TSval=4226904 TSecr=127201307"
"109","12.243137s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","98465","2","49232","29312","33947 > 49200 [ACK] Seq=98465 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"110","12.243140s","0.000003s","192.168.0.41","192.168.0.42","TCP","1514","99913","2","50680","29312","33947 > 49200 [PSH, ACK] Seq=99913 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"111","12.243147s","0.000007s","192.168.0.42","192.168.0.41","TCP","66","2","52129","","133248","49200 > 33947 [ACK] Seq=2 Ack=52129 Win=133248 Len=0 TSval=4226904 TSecr=127201307"
"112","12.243153s","0.000006s","192.168.0.42","192.168.0.41","TCP","66","2","53577","","136192","49200 > 33947 [ACK] Seq=2 Ack=53577 Win=136192 Len=0 TSval=4226904 TSecr=127201307"
"113","12.243156s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","55025","","139008","49200 > 33947 [ACK] Seq=2 Ack=55025 Win=139008 Len=0 TSval=4226904 TSecr=127201307"
"114","12.243158s","0.000002s","192.168.0.42","192.168.0.41","TCP","66","2","56473","","141952","49200 > 33947 [ACK] Seq=2 Ack=56473 Win=141952 Len=0 TSval=4226904 TSecr=127201307"
"115","12.243161s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","57921","","144896","49200 > 33947 [ACK] Seq=2 Ack=57921 Win=144896 Len=0 TSval=4226904 TSecr=127201307"
"116","12.243164s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","59369","","147712","49200 > 33947 [ACK] Seq=2 Ack=59369 Win=147712 Len=0 TSval=4226904 TSecr=127201307"
"117","12.243167s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","60817","","150656","49200 > 33947 [ACK] Seq=2 Ack=60817 Win=150656 Len=0 TSval=4226904 TSecr=127201307"
"118","12.243170s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","62265","","153600","49200 > 33947 [ACK] Seq=2 Ack=62265 Win=153600 Len=0 TSval=4226904 TSecr=127201307"
"119","12.243173s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","63713","","156416","49200 > 33947 [ACK] Seq=2 Ack=63713 Win=156416 Len=0 TSval=4226904 TSecr=127201307"
"120","12.243177s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","65161","","159360","49200 > 33947 [ACK] Seq=2 Ack=65161 Win=159360 Len=0 TSval=4226904 TSecr=127201307"
"121","12.243180s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","66609","","160128","49200 > 33947 [ACK] Seq=2 Ack=66609 Win=160128 Len=0 TSval=4226904 TSecr=127201307"
"122","12.243183s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","68057","","159104","49200 > 33947 [ACK] Seq=2 Ack=68057 Win=159104 Len=0 TSval=4226904 TSecr=127201307"
"123","12.243193s","0.000010s","192.168.0.41","192.168.0.42","TCP","1514","101361","2","34752","29312","33947 > 49200 [PSH, ACK] Seq=101361 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"124","12.243205s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","102809","2","36200","29312","33947 > 49200 [ACK] Seq=102809 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"125","12.243220s","0.000015s","192.168.0.41","192.168.0.42","TCP","1514","104257","2","37648","29312","33947 > 49200 [ACK] Seq=104257 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"126","12.243232s","0.000012s","192.168.0.41","192.168.0.42","TCP","1514","105705","2","39096","29312","33947 > 49200 [ACK] Seq=105705 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"127","12.243238s","0.000006s","192.168.0.42","192.168.0.41","TCP","66","2","69505","","158208","49200 > 33947 [ACK] Seq=2 Ack=69505 Win=158208 Len=0 TSval=4226904 TSecr=127201307"
"128","12.243243s","0.000005s","192.168.0.41","192.168.0.42","TCP","1514","107153","2","39096","29312","33947 > 49200 [ACK] Seq=107153 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"129","12.243243s","0.000000s","192.168.0.42","192.168.0.41","TCP","66","2","70953","","157184","49200 > 33947 [ACK] Seq=2 Ack=70953 Win=157184 Len=0 TSval=4226904 TSecr=127201307"
"130","12.243247s","0.000004s","192.168.0.42","192.168.0.41","TCP","66","2","72401","","156288","49200 > 33947 [ACK] Seq=2 Ack=72401 Win=156288 Len=0 TSval=4226904 TSecr=127201307"
"131","12.243250s","0.000003s","192.168.0.42","192.168.0.41","TCP","66","2","73849","","155264","49200 > 33947 [ACK] Seq=2 Ack=73849 Win=155264 Len=0 TSval=4226904 TSecr=127201307"
"132","12.243252s","0.000002s","192.168.0.41","192.168.0.42","TCP","1514","108601","2","36200","29312","33947 > 49200 [ACK] Seq=108601 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"133","12.243263s","0.000011s","192.168.0.41","192.168.0.42","TCP","1514","110049","2","37648","29312","33947 > 49200 [ACK] Seq=110049 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
"134","12.243277s","0.000014s","192.168.0.41","192.168.0.42","TCP","1514","111497","2","39096","29312","33947 > 49200 [ACK] Seq=111497 Ack=2 Win=29312 Len=1448 TSval=127201307 TSecr=4226904"
